order_id,item_id,product_id,quantity,list_price,discount,OrderItems_Id
267,2,23,2,299.99,0.1,2672
267,3,24,1,549.99,0.1,2673
267,4,7,2,3999.99,0.07,2674
267,5,21,1,269.99,0.05,2675
268,1,7,1,3999.99,0.05,2681
268,2,6,2,469.99,0.2,2682
268,3,9,1,2999.99,0.1,2683
269,1,5,1,1320.99,0.07,2691
269,2,23,2,299.99,0.07,2692
269,3,18,1,449,0.05,2693
269,4,3,1,999.99,0.05,2694
270,1,25,2,499.99,0.2,2701
270,2,15,1,529.99,0.1,2702
271,1,11,2,1680.99,0.07,2711
271,2,6,2,469.99,0.05,2712
271,3,13,1,269.99,0.1,2713
271,4,7,2,3999.99,0.1,2714
272,1,2,2,749.99,0.07,2721
272,2,11,1,1680.99,0.07,2722
273,1,21,1,269.99,0.1,2731
274,1,11,2,1680.99,0.05,2741
274,2,25,2,499.99,0.1,2742
274,3,9,2,2999.99,0.07,2743
275,1,18,1,449,0.05,2751
275,2,25,1,499.99,0.1,2752
275,3,7,2,3999.99,0.05,2753
276,1,3,2,999.99,0.2,2761
276,2,17,1,429,0.05,2762
276,3,9,2,2999.99,0.07,2763
277,1,20,2,599.99,0.2,2771
277,2,6,2,469.99,0.2,2772
277,3,13,2,269.99,0.1,2773
278,1,16,1,599.99,0.2,2781
278,2,19,2,449,0.07,2782
278,3,13,1,269.99,0.07,2783
278,4,11,2,1680.99,0.07,2784
279,1,25,1,499.99,0.07,2791
280,1,25,1,499.99,0.07,2801
280,2,26,2,599.99,0.07,2802
280,3,13,1,269.99,0.07,2803
281,1,22,1,269.99,0.07,2811
281,2,14,2,269.99,0.1,2812
281,3,7,2,3999.99,0.07,2813
282,1,20,1,599.99,0.07,2821
282,2,7,2,3999.99,0.07,2822
282,3,3,2,999.99,0.05,2823
282,4,16,2,599.99,0.07,2824
283,1,9,1,2999.99,0.05,2831
283,2,16,2,599.99,0.2,2832
284,1,24,2,549.99,0.2,2841
284,2,20,1,599.99,0.2,2842
285,1,16,2,599.99,0.05,2851
285,2,12,1,549.99,0.05,2852
285,3,2,1,749.99,0.1,2853
286,1,26,2,599.99,0.2,2861
286,2,21,2,269.99,0.07,2862
286,3,16,2,599.99,0.1,2863
286,4,7,1,3999.99,0.1,2864
287,1,5,1,1320.99,0.2,2871
287,2,10,1,1549,0.05,2872
287,3,2,1,749.99,0.05,2873
287,4,20,1,599.99,0.05,2874
288,1,4,1,2899.99,0.2,2881
288,2,10,1,1549,0.1,2882
288,3,7,2,3999.99,0.05,2883
289,1,13,1,269.99,0.07,2891
289,2,24,1,549.99,0.2,2892
289,3,17,1,429,0.2,2893
290,1,2,2,749.99,0.07,2901
290,2,5,2,1320.99,0.07,2902
290,3,21,1,269.99,0.1,2903
291,1,6,2,469.99,0.05,2911
291,2,21,2,269.99,0.07,2912
292,1,18,2,449,0.1,2921
292,2,4,1,2899.99,0.07,2922
292,3,10,2,1549,0.05,2923
293,1,19,2,449,0.05,2931
293,2,6,1,469.99,0.2,2932
294,1,18,1,449,0.2,2941
294,2,14,1,269.99,0.2,2942
294,3,7,2,3999.99,0.05,2943
294,4,25,2,499.99,0.2,2944
295,1,22,2,269.99,0.07,2951
296,1,25,2,499.99,0.07,2961
296,2,12,2,549.99,0.1,2962
296,3,11,2,1680.99,0.1,2963
296,4,9,1,2999.99,0.2,2964
297,1,4,2,2899.99,0.2,2971
298,1,23,1,299.99,0.2,2981
298,2,6,2,469.99,0.05,2982
298,3,22,1,269.99,0.2,2983
298,4,9,1,2999.99,0.07,2984
298,5,14,2,269.99,0.1,2985
299,1,11,2,1680.99,0.05,2991
299,2,10,2,1549,0.2,2992
300,1,16,2,599.99,0.1,3001
300,2,9,2,2999.99,0.1,3002
300,3,10,1,1549,0.1,3003
300,4,11,2,1680.99,0.2,3004
301,1,6,1,469.99,0.05,3011
301,2,22,1,269.99,0.1,3012
302,1,24,2,549.99,0.2,3021
302,2,18,2,449,0.07,3022
302,3,2,2,749.99,0.2,3023
303,1,8,2,1799.99,0.05,3031
303,2,24,2,549.99,0.05,3032
304,1,10,1,1549,0.05,3041
304,2,7,2,3999.99,0.1,3042
304,3,20,1,599.99,0.1,3043
305,1,10,1,1549,0.07,3051
305,2,6,1,469.99,0.1,3052
305,3,3,2,999.99,0.2,3053
306,1,10,1,1549,0.2,3061
306,2,22,1,269.99,0.07,3062
307,1,15,2,529.99,0.05,3071
308,1,7,1,3999.99,0.1,3081
308,2,18,2,449,0.2,3082
308,3,14,1,269.99,0.2,3083
309,1,3,1,999.99,0.05,3091
309,2,12,1,549.99,0.05,3092
310,1,7,2,3999.99,0.07,3101
310,2,14,2,269.99,0.1,3102
310,3,5,2,1320.99,0.2,3103
310,4,8,1,1799.99,0.2,3104
311,1,17,2,429,0.05,3111
311,2,5,2,1320.99,0.2,3112
312,1,24,2,549.99,0.05,3121
312,2,14,2,269.99,0.07,3122
312,3,16,2,599.99,0.05,3123
313,1,4,1,2899.99,0.07,3131
313,2,10,2,1549,0.07,3132
314,1,5,1,1320.99,0.07,3141
314,2,9,1,2999.99,0.05,3142
314,3,22,2,269.99,0.2,3143
314,4,7,2,3999.99,0.07,3144
315,1,11,1,1680.99,0.2,3151
315,2,9,1,2999.99,0.1,3152
316,1,2,2,749.99,0.2,3161
316,2,16,2,599.99,0.1,3162
316,3,20,1,599.99,0.1,3163
316,4,19,1,449,0.2,3164
316,5,17,1,429,0.05,3165
317,1,10,1,1549,0.2,3171
317,2,22,1,269.99,0.05,3172
317,3,15,1,529.99,0.05,3173
317,4,13,2,269.99,0.2,3174
318,1,13,2,269.99,0.1,3181
318,2,25,2,499.99,0.2,3182
318,3,9,1,2999.99,0.05,3183
319,1,11,1,1680.99,0.07,3191
319,2,21,1,269.99,0.2,3192
319,3,15,2,529.99,0.1,3193
319,4,23,1,299.99,0.05,3194
320,1,2,1,749.99,0.1,3201
321,1,4,2,2899.99,0.2,3211
321,2,12,2,549.99,0.2,3212
321,3,26,1,599.99,0.2,3213
321,4,23,2,299.99,0.2,3214
322,1,13,2,269.99,0.2,3221
322,2,21,1,269.99,0.07,3222
323,1,13,2,269.99,0.07,3231
323,2,26,2,599.99,0.1,3232
324,1,2,2,749.99,0.1,3241
324,2,17,1,429,0.2,3242
324,3,22,2,269.99,0.2,3243
324,4,19,1,449,0.05,3244
324,5,12,1,549.99,0.05,3245
325,1,7,1,3999.99,0.05,3251
325,2,12,1,549.99,0.2,3252
325,3,6,2,469.99,0.2,3253
326,1,12,1,549.99,0.1,3261
326,2,23,1,299.99,0.07,3262
327,1,12,2,549.99,0.07,3271
327,2,13,1,269.99,0.07,3272
327,3,4,1,2899.99,0.05,3273
328,1,6,2,469.99,0.1,3281
329,1,14,2,269.99,0.07,3291
329,2,8,2,1799.99,0.05,3292
329,3,23,1,299.99,0.2,3293
329,4,17,1,429,0.07,3294
329,5,26,2,599.99,0.05,3295
330,1,21,2,269.99,0.05,3301
331,1,17,2,429,0.1,3311
332,1,18,2,449,0.05,3321
333,1,18,2,449,0.07,3331
333,2,8,2,1799.99,0.05,3332
333,3,3,1,999.99,0.2,3333
334,1,16,2,599.99,0.2,3341
334,2,9,1,2999.99,0.05,3342
334,3,3,2,999.99,0.05,3343
335,1,6,1,469.99,0.1,3351
335,2,2,2,749.99,0.1,3352
335,3,21,1,269.99,0.07,3353
336,1,4,1,2899.99,0.1,3361
336,2,12,1,549.99,0.2,3362
337,1,18,1,449,0.05,3371
337,2,4,1,2899.99,0.05,3372
338,1,6,2,469.99,0.07,3381
338,2,10,1,1549,0.07,3382
338,3,22,1,269.99,0.1,3383
338,4,11,2,1680.99,0.07,3384
338,5,9,1,2999.99,0.05,3385
339,1,13,1,269.99,0.1,3391
339,2,15,2,529.99,0.05,3392
340,1,11,1,1680.99,0.05,3401
340,2,24,1,549.99,0.05,3402
340,3,13,2,269.99,0.1,3403
340,4,12,2,549.99,0.07,3404
340,5,10,2,1549,0.1,3405
341,1,23,2,299.99,0.05,3411
342,1,26,1,599.99,0.07,3421
342,2,9,1,2999.99,0.2,3422
342,3,16,2,599.99,0.1,3423
343,1,20,2,599.99,0.2,3431
343,2,25,1,499.99,0.05,3432
343,3,5,2,1320.99,0.05,3433
343,4,10,1,1549,0.1,3434
344,1,22,1,269.99,0.05,3441
344,2,18,2,449,0.07,3442
344,3,14,1,269.99,0.2,3443
345,1,18,2,449,0.1,3451
345,2,24,2,549.99,0.07,3452
346,1,13,1,269.99,0.07,3461
346,2,23,1,299.99,0.2,3462
346,3,21,1,269.99,0.1,3463
346,4,15,1,529.99,0.05,3464
346,5,18,2,449,0.05,3465
347,1,23,1,299.99,0.07,3471
348,1,5,2,1320.99,0.05,3481
348,2,15,2,529.99,0.07,3482
349,1,20,2,599.99,0.2,3491
350,1,6,2,469.99,0.05,3501
350,2,20,1,599.99,0.07,3502
350,3,3,1,999.99,0.07,3503
351,1,4,2,2899.99,0.05,3511
351,2,24,2,549.99,0.1,3512
351,3,20,1,599.99,0.2,3513
351,4,22,2,269.99,0.07,3514
352,1,11,1,1680.99,0.2,3521
352,2,14,1,269.99,0.2,3522
353,1,2,2,749.99,0.2,3531
354,1,21,1,269.99,0.2,3541
354,2,19,1,449,0.05,3542
355,1,16,1,599.99,0.1,3551
355,2,14,2,269.99,0.07,3552
356,1,23,2,299.99,0.05,3561
356,2,4,1,2899.99,0.05,3562
356,3,13,1,269.99,0.05,3563
357,1,17,2,429,0.05,3571
357,2,21,2,269.99,0.07,3572
357,3,24,1,549.99,0.07,3573
357,4,9,1,2999.99,0.05,3574
358,1,21,2,269.99,0.1,3581
358,2,6,2,469.99,0.07,3582
358,3,8,2,1799.99,0.05,3583
358,4,18,2,449,0.1,3584
359,1,15,2,529.99,0.07,3591
359,2,9,2,2999.99,0.07,3592
359,3,7,2,3999.99,0.2,3593
360,1,26,1,599.99,0.05,3601
360,2,7,2,3999.99,0.2,3602
360,3,13,2,269.99,0.05,3603
360,4,25,1,499.99,0.1,3604
361,1,24,2,549.99,0.05,3611
361,2,6,2,469.99,0.1,3612
361,3,11,1,1680.99,0.1,3613
362,1,2,1,749.99,0.07,3621
363,1,21,2,269.99,0.1,3631
363,2,14,1,269.99,0.07,3632
363,3,15,1,529.99,0.1,3633
363,4,20,1,599.99,0.2,3634
364,1,25,2,499.99,0.05,3641
365,1,24,2,549.99,0.07,3651
366,1,21,1,269.99,0.1,3661
366,2,4,1,2899.99,0.07,3662
366,3,16,2,599.99,0.2,3663
367,1,26,2,599.99,0.1,3671
367,2,14,1,269.99,0.05,3672
367,3,10,2,1549,0.05,3673
368,1,5,1,1320.99,0.2,3681
368,2,10,2,1549,0.2,3682
368,3,21,2,269.99,0.1,3683
368,4,19,1,449,0.05,3684
369,1,10,2,1549,0.07,3691
370,1,25,2,499.99,0.05,3701
370,2,4,2,2899.99,0.1,3702
371,1,14,1,269.99,0.2,3711
371,2,12,1,549.99,0.2,3712
372,1,11,1,1680.99,0.05,3721
372,2,14,2,269.99,0.1,3722
372,3,5,1,1320.99,0.1,3723
373,1,8,2,1799.99,0.05,3731
373,2,22,1,269.99,0.1,3732
373,3,19,2,449,0.2,3733
373,4,12,1,549.99,0.1,3734
373,5,13,1,269.99,0.1,3735
374,1,10,1,1549,0.1,3741
374,2,7,1,3999.99,0.07,3742
375,1,21,2,269.99,0.05,3751
375,2,2,2,749.99,0.05,3752
375,3,4,2,2899.99,0.07,3753
375,4,12,2,549.99,0.05,3754
376,1,2,2,749.99,0.07,3761
376,2,23,2,299.99,0.1,3762
377,1,8,1,1799.99,0.05,3771
377,2,14,1,269.99,0.07,3772
378,1,26,2,599.99,0.05,3781
379,1,9,1,2999.99,0.07,3791
379,2,16,1,599.99,0.2,3792
380,1,16,1,599.99,0.05,3801
380,2,11,2,1680.99,0.05,3802
381,1,21,2,269.99,0.07,3811
382,1,8,1,1799.99,0.1,3821
382,2,9,1,2999.99,0.1,3822
382,3,13,1,269.99,0.07,3823
383,1,19,1,449,0.07,3831
383,2,22,2,269.99,0.05,3832
383,3,13,1,269.99,0.1,3833
383,4,21,2,269.99,0.05,3834
383,5,14,1,269.99,0.1,3835
384,1,20,1,599.99,0.1,3841
384,2,21,2,269.99,0.2,3842
384,3,8,1,1799.99,0.05,3843
384,4,15,1,529.99,0.1,3844
384,5,4,1,2899.99,0.2,3845
385,1,21,1,269.99,0.07,3851
385,2,7,2,3999.99,0.2,3852
385,3,26,2,599.99,0.05,3853
386,1,8,1,1799.99,0.2,3861
386,2,3,2,999.99,0.05,3862
386,3,16,2,599.99,0.2,3863
387,1,18,1,449,0.2,3871
388,1,19,2,449,0.2,3881
388,2,13,2,269.99,0.07,3882
388,3,2,1,749.99,0.07,3883
388,4,11,1,1680.99,0.1,3884
389,1,2,1,749.99,0.07,3891
389,2,15,2,529.99,0.07,3892
389,3,10,2,1549,0.05,3893
389,4,5,1,1320.99,0.05,3894
389,5,9,1,2999.99,0.2,3895
390,1,23,1,299.99,0.05,3901
390,2,7,2,3999.99,0.07,3902
390,3,9,1,2999.99,0.05,3903
391,1,8,1,1799.99,0.07,3911
391,2,5,2,1320.99,0.2,3912
391,3,24,2,549.99,0.07,3913
392,1,14,2,269.99,0.1,3921
392,2,3,2,999.99,0.05,3922
393,1,6,2,469.99,0.2,3931
394,1,23,1,299.99,0.05,3941
394,2,16,1,599.99,0.2,3942
394,3,14,2,269.99,0.2,3943
395,1,14,1,269.99,0.05,3951
396,1,12,1,549.99,0.1,3961
396,2,25,2,499.99,0.05,3962
396,3,5,1,1320.99,0.2,3963
397,1,7,1,3999.99,0.05,3971
398,1,8,2,1799.99,0.05,3981
398,2,18,2,449,0.05,3982
398,3,25,1,499.99,0.2,3983
398,4,17,1,429,0.05,3984
399,1,25,1,499.99,0.05,3991
399,2,11,2,1680.99,0.05,3992
399,3,14,1,269.99,0.1,3993
400,1,24,2,549.99,0.07,4001
400,2,9,1,2999.99,0.2,4002
400,3,3,2,999.99,0.2,4003
401,1,23,1,299.99,0.2,4011
401,2,10,2,1549,0.2,4012
402,1,6,2,469.99,0.07,4021
402,2,5,1,1320.99,0.07,4022
402,3,26,1,599.99,0.05,4023
403,1,12,2,549.99,0.1,4031
403,2,7,2,3999.99,0.2,4032
403,3,22,2,269.99,0.05,4033
403,4,24,1,549.99,0.2,4034
404,1,9,1,2999.99,0.07,4041
404,2,25,2,499.99,0.05,4042
404,3,16,2,599.99,0.2,4043
405,1,3,2,999.99,0.2,4051
405,2,10,2,1549,0.1,4052
405,3,14,2,269.99,0.07,4053
406,1,4,1,2899.99,0.2,4061
407,1,20,1,599.99,0.2,4071
407,2,5,1,1320.99,0.05,4072
408,1,18,1,449,0.2,4081
408,2,3,1,999.99,0.07,4082
408,3,2,2,749.99,0.07,4083
408,4,17,2,429,0.2,4084
409,1,15,1,529.99,0.07,4091
409,2,16,2,599.99,0.2,4092
409,3,21,1,269.99,0.05,4093
410,1,25,1,499.99,0.1,4101
410,2,9,2,2999.99,0.05,4102
410,3,24,2,549.99,0.1,4103
411,1,2,1,749.99,0.07,4111
411,2,26,2,599.99,0.05,4112
412,1,7,1,3999.99,0.1,4121
412,2,24,1,549.99,0.07,4122
412,3,17,1,429,0.1,4123
413,1,8,2,1799.99,0.05,4131
413,2,25,1,499.99,0.1,4132
413,3,9,1,2999.99,0.07,4133
414,1,4,2,2899.99,0.1,4141
415,1,3,1,999.99,0.07,4151
415,2,23,2,299.99,0.2,4152
415,3,5,1,1320.99,0.2,4153
415,4,6,2,469.99,0.05,4154
416,1,22,1,269.99,0.07,4161
416,2,14,1,269.99,0.07,4162
416,3,24,1,549.99,0.1,4163
417,1,26,2,599.99,0.07,4171
417,2,6,2,469.99,0.07,4172
418,1,12,1,549.99,0.05,4181
418,2,20,1,599.99,0.05,4182
419,1,9,1,2999.99,0.05,4191
420,1,17,2,429,0.2,4201
420,2,15,2,529.99,0.1,4202
420,3,3,2,999.99,0.05,4203
421,1,6,2,469.99,0.07,4211
421,2,3,2,999.99,0.2,4212
421,3,20,2,599.99,0.2,4213
421,4,4,1,2899.99,0.07,4214
421,5,23,2,299.99,0.2,4215
422,1,20,2,599.99,0.05,4221
423,1,8,2,1799.99,0.05,4231
423,2,17,1,429,0.2,4232
423,3,23,2,299.99,0.07,4233
423,4,2,1,749.99,0.2,4234
424,1,22,1,269.99,0.1,4241
424,2,6,1,469.99,0.05,4242
425,1,6,1,469.99,0.1,4251
425,2,21,2,269.99,0.07,4252
425,3,19,1,449,0.05,4253
426,1,10,1,1549,0.1,4261
426,2,23,2,299.99,0.05,4262
427,1,12,2,549.99,0.07,4271
427,2,15,2,529.99,0.1,4272
427,3,26,2,599.99,0.07,4273
428,1,5,2,1320.99,0.2,4281
428,2,14,1,269.99,0.2,4282
429,1,11,1,1680.99,0.2,4291
429,2,4,2,2899.99,0.1,4292
429,3,5,2,1320.99,0.05,4293
429,4,6,1,469.99,0.07,4294
429,5,2,1,749.99,0.1,4295
430,1,22,2,269.99,0.1,4301
430,2,11,1,1680.99,0.07,4302
430,3,4,2,2899.99,0.2,4303
430,4,13,2,269.99,0.2,4304
430,5,8,1,1799.99,0.2,4305
431,1,14,2,269.99,0.2,4311
431,2,6,1,469.99,0.1,4312
431,3,18,1,449,0.2,4313
431,4,13,2,269.99,0.07,4314
431,5,19,1,449,0.07,4315
432,1,10,2,1549,0.2,4321
432,2,7,2,3999.99,0.05,4322
433,1,6,1,469.99,0.1,4331
433,2,10,1,1549,0.2,4332
433,3,24,1,549.99,0.1,4333
433,4,4,1,2899.99,0.2,4334
434,1,21,1,269.99,0.05,4341
434,2,20,1,599.99,0.1,4342
434,3,9,1,2999.99,0.2,4343
434,4,11,2,1680.99,0.07,4344
434,5,18,2,449,0.05,4345
435,1,22,1,269.99,0.05,4351
435,2,9,1,2999.99,0.05,4352
435,3,18,1,449,0.05,4353
436,1,3,1,999.99,0.05,4361
436,2,23,1,299.99,0.2,4362
437,1,3,1,999.99,0.05,4371
437,2,10,1,1549,0.05,4372
437,3,8,2,1799.99,0.05,4373
438,1,4,1,2899.99,0.07,4381
438,2,22,1,269.99,0.1,4382
438,3,8,2,1799.99,0.05,4383
438,4,13,2,269.99,0.05,4384
439,1,6,2,469.99,0.07,4391
439,2,7,2,3999.99,0.05,4392
440,1,19,2,449,0.07,4401
440,2,4,2,2899.99,0.07,4402
441,1,12,1,549.99,0.07,4411
441,2,15,1,529.99,0.1,4412
442,1,16,2,599.99,0.07,4421
442,2,26,2,599.99,0.2,4422
442,3,6,2,469.99,0.2,4423
443,1,5,1,1320.99,0.05,4431
443,2,26,1,599.99,0.2,4432
444,1,22,1,269.99,0.07,4441
444,2,15,2,529.99,0.07,4442
444,3,20,2,599.99,0.05,4443
444,4,16,1,599.99,0.1,4444
444,5,10,2,1549,0.2,4445
445,1,7,1,3999.99,0.2,4451
445,2,16,1,599.99,0.07,4452
445,3,23,1,299.99,0.2,4453
446,1,22,1,269.99,0.2,4461
446,2,16,2,599.99,0.07,4462
447,1,4,2,2899.99,0.05,4471
447,2,3,1,999.99,0.1,4472
447,3,8,1,1799.99,0.07,4473
448,1,13,2,269.99,0.05,4481
448,2,6,2,469.99,0.05,4482
449,1,17,2,429,0.05,4491
449,2,2,1,749.99,0.05,4492
449,3,7,2,3999.99,0.07,4493
449,4,26,2,599.99,0.2,4494
450,1,24,1,549.99,0.05,4501
450,2,12,1,549.99,0.07,4502
450,3,5,1,1320.99,0.1,4503
451,1,14,2,269.99,0.05,4511
452,1,11,1,1680.99,0.05,4521
452,2,16,1,599.99,0.05,4522
452,3,7,2,3999.99,0.1,4523
452,4,8,1,1799.99,0.1,4524
453,1,23,1,299.99,0.05,4531
453,2,20,2,599.99,0.2,4532
453,3,4,1,2899.99,0.2,4533
454,1,25,2,499.99,0.07,4541
454,2,13,2,269.99,0.05,4542
454,3,24,2,549.99,0.1,4543
455,1,9,1,2999.99,0.05,4551
456,1,17,2,429,0.07,4561
456,2,23,1,299.99,0.07,4562
457,1,24,2,549.99,0.07,4571
457,2,2,1,749.99,0.05,4572
457,3,7,2,3999.99,0.1,4573
457,4,17,1,429,0.2,4574
458,1,2,1,749.99,0.2,4581
458,2,21,2,269.99,0.07,4582
458,3,11,1,1680.99,0.1,4583
458,4,24,1,549.99,0.2,4584
458,5,3,2,999.99,0.2,4585
459,1,11,1,1680.99,0.2,4591
460,1,19,1,449,0.05,4601
460,2,18,2,449,0.07,4602
460,3,4,1,2899.99,0.2,4603
460,4,22,2,269.99,0.1,4604
461,1,16,1,599.99,0.07,4611
461,2,4,1,2899.99,0.2,4612
461,3,8,2,1799.99,0.05,4613
461,4,24,1,549.99,0.1,4614
461,5,18,2,449,0.1,4615
462,1,12,2,549.99,0.1,4621
463,1,13,2,269.99,0.07,4631
464,1,7,1,3999.99,0.1,4641
465,1,6,2,469.99,0.1,4651
465,2,25,2,499.99,0.1,4652
466,1,19,2,449,0.2,4661
466,2,6,1,469.99,0.2,4662
466,3,7,2,3999.99,0.05,4663
466,4,15,1,529.99,0.1,4664
466,5,5,1,1320.99,0.1,4665
467,1,19,1,449,0.07,4671
467,2,10,1,1549,0.07,4672
467,3,22,2,269.99,0.1,4673
467,4,17,2,429,0.07,4674
467,5,11,1,1680.99,0.1,4675
468,1,19,1,449,0.1,4681
468,2,9,2,2999.99,0.05,4682
468,3,10,2,1549,0.05,4683
468,4,25,1,499.99,0.1,4684
469,1,8,2,1799.99,0.1,4691
469,2,4,1,2899.99,0.07,4692
469,3,15,2,529.99,0.2,4693
470,1,18,1,449,0.05,4701
470,2,13,1,269.99,0.05,4702
470,3,8,2,1799.99,0.2,4703
471,1,14,1,269.99,0.2,4711
471,2,13,2,269.99,0.05,4712
472,1,15,1,529.99,0.1,4721
472,2,21,2,269.99,0.1,4722
473,1,26,1,599.99,0.07,4731
474,1,19,2,449,0.05,4741
474,2,11,1,1680.99,0.2,4742
475,1,17,2,429,0.07,4751
475,2,26,2,599.99,0.2,4752
475,3,25,1,499.99,0.2,4753
476,1,22,2,269.99,0.07,4761
476,2,4,2,2899.99,0.2,4762
476,3,11,2,1680.99,0.07,4763
476,4,20,2,599.99,0.05,4764
477,1,6,1,469.99,0.1,4771
477,2,10,1,1549,0.05,4772
478,1,21,2,269.99,0.07,4781
479,1,26,1,599.99,0.07,4791
479,2,12,1,549.99,0.05,4792
479,3,21,1,269.99,0.2,4793
479,4,7,1,3999.99,0.05,4794
479,5,10,1,1549,0.2,4795
480,1,4,1,2899.99,0.05,4801
480,2,15,1,529.99,0.05,4802
480,3,23,2,299.99,0.07,4803
481,1,13,2,269.99,0.2,4811
481,2,16,2,599.99,0.07,4812
481,3,9,2,2999.99,0.1,4813
482,1,13,1,269.99,0.2,4821
482,2,14,1,269.99,0.1,4822
483,1,17,1,429,0.07,4831
484,1,8,2,1799.99,0.1,4841
484,2,24,1,549.99,0.05,4842
484,3,9,2,2999.99,0.05,4843
484,4,6,1,469.99,0.2,4844
485,1,13,1,269.99,0.1,4851
485,2,26,2,599.99,0.05,4852
486,1,9,1,2999.99,0.07,4861
486,2,23,2,299.99,0.05,4862
487,1,6,1,469.99,0.2,4871
488,1,13,2,269.99,0.07,4881
488,2,23,2,299.99,0.05,4882
488,3,22,1,269.99,0.05,4883
489,1,8,2,1799.99,0.1,4891
490,1,12,1,549.99,0.1,4901
490,2,23,1,299.99,0.05,4902
490,3,14,1,269.99,0.1,4903
490,4,13,2,269.99,0.07,4904
491,1,9,2,2999.99,0.2,4911
491,2,21,2,269.99,0.05,4912
491,3,15,2,529.99,0.05,4913
492,1,6,1,469.99,0.1,4921
492,2,22,2,269.99,0.1,4922
492,3,26,1,599.99,0.05,4923
493,1,15,1,529.99,0.05,4931
493,2,18,2,449,0.05,4932
493,3,26,1,599.99,0.05,4933
494,1,23,1,299.99,0.1,4941
495,1,22,1,269.99,0.2,4951
495,2,9,1,2999.99,0.05,4952
496,1,23,1,299.99,0.2,4961
496,2,13,1,269.99,0.1,4962
496,3,21,2,269.99,0.2,4963
497,1,25,2,499.99,0.07,4971
498,1,24,1,549.99,0.07,4981
498,2,21,1,269.99,0.1,4982
498,3,10,1,1549,0.07,4983
499,1,11,1,1680.99,0.2,4991
499,2,15,1,529.99,0.07,4992
499,3,14,2,269.99,0.2,4993
499,4,20,2,599.99,0.1,4994
500,1,12,2,549.99,0.05,5001
500,2,14,1,269.99,0.2,5002
501,1,19,2,449,0.05,5011
501,2,8,1,1799.99,0.07,5012
501,3,14,1,269.99,0.1,5013
501,4,23,2,299.99,0.07,5014
502,1,13,1,269.99,0.05,5021
503,1,13,2,269.99,0.07,5031
503,2,10,1,1549,0.05,5032
504,1,24,2,549.99,0.1,5041
504,2,2,2,749.99,0.05,5042
505,1,26,1,599.99,0.2,5051
506,1,25,1,499.99,0.1,5061
506,2,7,1,3999.99,0.07,5062
507,1,11,2,1680.99,0.05,5071
507,2,13,2,269.99,0.07,5072
507,3,20,2,599.99,0.1,5073
508,1,8,1,1799.99,0.05,5081
508,2,2,2,749.99,0.05,5082
508,3,10,2,1549,0.05,5083
508,4,25,1,499.99,0.07,5084
509,1,23,2,299.99,0.2,5091
509,2,4,2,2899.99,0.05,5092
510,1,17,1,429,0.1,5101
511,1,22,2,269.99,0.05,5111
511,2,13,1,269.99,0.1,5112
512,1,21,1,269.99,0.07,5121
513,1,7,1,3999.99,0.07,5131
513,2,13,1,269.99,0.2,5132
513,3,23,1,299.99,0.07,5133
514,1,18,2,449,0.2,5141
514,2,17,2,429,0.07,5142
515,1,8,1,1799.99,0.07,5151
515,2,5,1,1320.99,0.1,5152
515,3,25,2,499.99,0.07,5153
515,4,6,2,469.99,0.2,5154
516,1,7,1,3999.99,0.05,5161
516,2,5,2,1320.99,0.1,5162
517,1,21,2,269.99,0.07,5171
518,1,16,2,599.99,0.2,5181
518,2,5,2,1320.99,0.05,5182
518,3,25,2,499.99,0.05,5183
518,4,15,2,529.99,0.2,5184
518,5,11,2,1680.99,0.07,5185
519,1,6,1,469.99,0.07,5191
519,2,16,1,599.99,0.1,5192
519,3,23,2,299.99,0.05,5193
519,4,18,2,449,0.2,5194
519,5,7,1,3999.99,0.05,5195
520,1,26,1,599.99,0.1,5201
520,2,24,1,549.99,0.2,5202
520,3,10,1,1549,0.07,5203
521,1,5,1,1320.99,0.2,5211
521,2,14,1,269.99,0.2,5212
522,1,4,2,2899.99,0.07,5221
522,2,22,2,269.99,0.07,5222
522,3,21,1,269.99,0.05,5223
523,1,12,1,549.99,0.2,5231
523,2,20,1,599.99,0.05,5232
523,3,5,2,1320.99,0.1,5233
523,4,16,2,599.99,0.07,5234
524,1,11,1,1680.99,0.07,5241
524,2,2,1,749.99,0.05,5242
524,3,9,1,2999.99,0.2,5243
524,4,3,2,999.99,0.07,5244
524,5,26,1,599.99,0.05,5245
525,1,9,2,2999.99,0.07,5251
525,2,6,2,469.99,0.07,5252
525,3,10,1,1549,0.1,5253
526,1,3,2,999.99,0.1,5261
526,2,8,1,1799.99,0.1,5262
526,3,21,1,269.99,0.05,5263
526,4,15,1,529.99,0.07,5264
527,1,18,2,449,0.07,5271
527,2,4,1,2899.99,0.2,5272
527,3,19,1,449,0.1,5273
527,4,9,2,2999.99,0.2,5274
528,1,21,2,269.99,0.05,5281
529,1,12,2,549.99,0.07,5291
530,1,2,2,749.99,0.05,5301
530,2,4,1,2899.99,0.07,5302
530,3,6,2,469.99,0.2,5303
531,1,6,1,469.99,0.2,5311
531,2,12,2,549.99,0.2,5312
531,3,25,1,499.99,0.07,5313
532,1,17,2,429,0.07,5321
532,2,16,2,599.99,0.2,5322
532,3,12,1,549.99,0.1,5323
533,1,4,1,2899.99,0.2,5331
533,2,12,2,549.99,0.1,5332
533,3,10,1,1549,0.2,5333
533,4,25,1,499.99,0.05,5334
